boosting_type,num_leaves,max_depth,learning_rate,n_estimators,min_child_samples,subsample,colsample_bytree,reg_alpha,reg_lambda,min_split_gain
dart,147,12,0.1320902063066563,264,5,0.8278146251982025,0.6186935729823042,1.888744053715092e-05,0.07324980590094474,1.0452595422942755e-05
