iter	Logloss
0	0.6694836032
1	0.6442858008
2	0.6193595185
3	0.5964122004
4	0.5745289919
5	0.5550173831
6	0.5434722315
7	0.5309895667
8	0.513388307
9	0.4975664912
10	0.4829648883
11	0.4692530153
12	0.4589227186
13	0.4451424817
14	0.4336221281
15	0.4211451379
16	0.4114658366
17	0.4009945228
18	0.3897059726
19	0.3811373959
20	0.3701881577
21	0.3618992094
22	0.353506185
23	0.3464428117
24	0.3359119392
25	0.3286314106
26	0.3213252628
27	0.3142426131
28	0.3078850713
29	0.3029983883
30	0.2970932671
31	0.2896282721
32	0.2818275185
33	0.2763737589
34	0.2694796912
35	0.2639533021
36	0.25960508
37	0.2548230579
38	0.2498039202
39	0.2443245587
40	0.2387988494
41	0.2350876012
42	0.2308983409
43	0.2266015214
44	0.2228865973
45	0.2190534585
46	0.2149215377
47	0.2117179418
48	0.2081851528
49	0.2050498797
50	0.2023932028
51	0.1992629543
52	0.1962876087
53	0.1931178837
54	0.1906235648
55	0.1879655288
56	0.1854161535
57	0.1828113474
58	0.1805502889
59	0.17782329
60	0.1750258624
61	0.1727539183
62	0.1706968145
63	0.1682604406
64	0.16636291
65	0.164370947
66	0.1623694029
67	0.1600590112
68	0.1591960453
69	0.1576377586
70	0.1550447906
71	0.1531336717
72	0.1513139916
73	0.1489968455
74	0.1471511998
75	0.1455751655
76	0.1438374768
77	0.1433248526
78	0.1417089867
79	0.1398360111
80	0.138661466
81	0.1368145253
82	0.1358178637
83	0.1342944578
84	0.1324842946
85	0.1310149014
86	0.1294904608
87	0.1276932837
88	0.1265689901
89	0.1252532012
90	0.1236413111
91	0.1219795939
92	0.1204900937
93	0.1190301799
94	0.1175954448
95	0.1164116234
96	0.1152627348
97	0.1141082805
98	0.1129115594
99	0.1117612869
100	0.1103193174
101	0.109089639
102	0.1078127544
103	0.1072473018
104	0.106146638
105	0.1051880165
106	0.1041380105
107	0.1032728512
108	0.1022155223
109	0.1007175278
110	0.09966927476
111	0.09903446357
112	0.09809208165
113	0.09723877586
114	0.09604391046
115	0.09554219796
116	0.09454356639
117	0.09381606908
118	0.09319474796
119	0.09230531644
120	0.09143849316
121	0.09067727864
122	0.08976578244
123	0.08894882227
124	0.08809548064
125	0.08715073557
126	0.08642836824
127	0.08567911956
128	0.0849422419
129	0.08413224912
130	0.08349185028
131	0.0829327962
132	0.08208588805
133	0.08135093775
134	0.08037322943
135	0.0796471536
136	0.07897667138
137	0.07840497833
138	0.07779192736
139	0.07720791865
140	0.07650191548
141	0.07585085476
142	0.07526399087
143	0.07462738754
144	0.07403649749
145	0.07319679434
146	0.07264718764
147	0.07207625686
148	0.07147287043
149	0.07090863173
150	0.07050902321
151	0.06994274383
152	0.06936352327
153	0.06884542056
154	0.06827786934
155	0.06763099091
156	0.0672046139
157	0.06669022556
158	0.06613605008
159	0.06573578934
160	0.06520084736
161	0.06467636196
162	0.06419900017
163	0.06381564154
164	0.0633040613
165	0.06278125997
166	0.06223472872
167	0.06185226899
168	0.06140667073
169	0.0610004621
170	0.06065426696
171	0.06024054455
172	0.05981277416
173	0.0594403219
174	0.05891682298
175	0.05844274254
176	0.05789730977
177	0.05743541246
178	0.05693648854
179	0.05654970297
180	0.05620531109
181	0.05584127012
182	0.05545086376
183	0.05506503814
184	0.05470167087
185	0.05436671081
186	0.05387769923
187	0.05354211562
188	0.05318533477
189	0.05288246553
190	0.05244889084
191	0.05211151486
192	0.05176634907
193	0.05147231696
194	0.05118816504
195	0.05086755985
196	0.05055850983
197	0.0501871383
198	0.04989364028
199	0.04950515671
200	0.0492364414
201	0.04887509295
202	0.04860577795
203	0.04832614263
204	0.0480623856
205	0.04778556893
206	0.04751371722
207	0.04724540028
208	0.046968261
209	0.04670856868
210	0.0464409553
211	0.04617993588
212	0.04590959005
213	0.0456437297
214	0.04540488218
215	0.04515527956
216	0.04492400002
217	0.04466712797
218	0.04441975341
219	0.04418652864
220	0.04395572541
221	0.04364729121
222	0.04338880821
223	0.04316153021
224	0.04295120654
225	0.04270134116
226	0.04247547417
227	0.04225452466
228	0.04199521171
229	0.04178086336
230	0.04153235537
231	0.04132013237
232	0.04108419406
233	0.0408633524
234	0.04066742714
235	0.04041182696
236	0.0402125863
237	0.04002630545
238	0.03982581913
239	0.03963325168
240	0.03944100988
241	0.03923858486
242	0.03905282596
243	0.03886645786
244	0.03868994081
245	0.03852096716
246	0.0383372758
247	0.03816765707
248	0.03798359067
249	0.03780681836
